,channel,title,published,description,views,likes,dislikes,comments
89,LadyGagaVEVO,Lady Gaga - Disease (Official Lyric Video),2024-10-25T04:00:31Z,"Listen to “Disease”, out now: https://LadyGaga.lnk.to/Disease

Shop the official Lady Gaga store: https://LadyGaga.lnk.to/OfficialStore

Follow Lady Gaga: 
Facebook: https://www.facebook.com/ladygaga
Instagram: https://www.instagram.com/ladygaga
Twitter: https://www.Twitter.com/Ladygaga
TikTok: https://www.tiktok.com/@ladygaga
Website: https://www.ladygaga.com/
YouTube: https://www.youtube.com/ladygaga
Official Store: https://LadyGaga.lnk.to/OfficialStore",6866196,252545,0,25582
90,TemsVEVO,Tems - Burning (Official Video),2024-08-05T17:00:26Z,Music video by Tems performing Burning (Official Video).(P) 2024 RCA Records/Since 93',6786512,131757,0,5189
91,WizkidVEVO,Wizkid - Piece of My Heart (Official Video) ft. Brent Faiyaz,2024-10-18T13:00:06Z,"Stream “Piece of My Heart” Here: 
https://wizkid.lnk.to/pieceofmyheart 

Follow Wizkid: 
Facebook: https://www.facebook.com/wizkidmusic/
Twitter: https://twitter.com/wizkidayo
Instagram: https://www.instagram.com/wizkidayo/
Sound Cloud: https://soundcloud.com/wizkid-official
YouTube: https://www.youtube.com/channel/UCi7Cbr-F3zFQjwafFh5RWJA
Official Website: https://www.wizkidofficial.com/

Follow Brent Faiyaz: 
Facebook: https://www.facebook.com/brentfaiyaz/
Instagram: https://www.instagram.com/brentfaiyaz/?hl=en
SoundCloud: https://soundcloud.com/brentfaiyaz
YouTube: https://www.youtube.com/channel/UCtdVC7nSYNOpKroA5JicNig
Official Website: https://www.brentfaiyaz.com/

#Wizkid #BrentFaiyaz #PieceOfMyHeart",6649635,182885,0,22794
92,Morgan Wallen,Morgan Wallen - Love Somebody (Lyric Video),2024-10-18T04:01:00Z,"Listen to “Love Somebody” here: https://morganwallen.lnk.to/lovesomebody

Stay connected for exclusive updates:
▸Mailing List & Text Sign Up: https://MorganWallen.lnk.to/info 
▸Website: https://morganwallen.com/

▸ Shop Merch: https://morganwallen.lnk.to/shop

Follow Morgan:
▸Instagram: https://instagram.com/morganwallen/
▸Twitter: https://twitter.com/morganwallen/
▸TikTok: https://www.tiktok.com/@morganwallen
▸Facebook: https://facebook.com/morgancwallen

Lyrics: 
Rumors goin’ all over town
Can’t keep my name out they mouth these days, yeah they say
I live too fast to settle down
Truth is I just ain’t about these games they all play
 
Wanna find somethin’ stronger than the whiskey
And oh I’ve tried, but every time I feel her kiss me
I keep comin' up empty yeah
 
I just wanna love somebody
Who won't leave a hole in my heart
I just wanna love somebody
That don’t want me fallin’ apart
And I’ll be lucky if I ever find
A somethin' more than just a crazy night
I just wanna love somebody
 
Who ain't hypnotized
By dollar signs and blindin' lights, like they tend to be, yeah
I need someone that I'd be proud
To take on back to my hometown
Honest eyes that just ain’t gonna lead to
 
Lonely nights even when she’s up against me
I don’t know why it feels like there’s nobody with me
And I’m still empty, yeah
 
I just wanna love somebody
Who won't leave a hole in my heart
I just wanna love somebody
That don’t want me fallin’ apart
And I’ll be lucky if I ever find
A somethin' more than just a crazy night
I just wanna love somebody
 
I just wanna love somebody
(Wooah)
 
I just wanna love somebody
Who won't leave a hole in my heart
I just wanna love somebody
That don’t want me fallin’ apart
And I’ll be lucky if I ever find
A somethin' more than just a crazy night
I just wanna love somebody

#MorganWallen #LoveSomebody",5990229,70968,0,2788
93,Cakes & Eclairs,"Chappell Roan - Good Luck, Babe!",2024-04-18T13:31:26Z,"Chappell Roan - Good Luck, Babe!

🔔 Don't forget to subscribe and turn on notifications!
🎵 Follow Cakes & Eclairs on Spotify : http://bit.ly/CakesEclairs

""Good Luck, Babe!"" is out now.

Follow Chappell Roan:
https://instagram.com/chappellroan
https://twitter.com/chappellroan
https://www.facebook.com/ChappellRoan

(Lyrics):
[Verse 1]
It's fine, it's cool
You can say that we are nothing, but you know the truth
And guess I'm the fool
With her arms out like an angel through the car sunroof

[Pre-Chorus]
I don't wanna call it off
But you don't wanna call it love
You only wanna be the one that I call baby

[Chorus]
You can kiss a hundred boys in bars
Shoot another shot, try to stop the feeling
You can say it's just the way you are
Make a new excuse, another stupid reason
Good luck, babe (Well, good luck)
Well, good luck, babe (Well, good luck)
You'd have to stop the world just to stop the feeling
Good luck, babe (Well, good luck)
Well, good luck, babe (Well, good luck)
You'd have to stop the world just to stop the feeling

[Verse 2]
I'm cliché, who cares?
It's a sexually explicit kind of love affair
And I cry, it's not fair
I just need a little lovin', I just need a little air

[Pre-Chorus]
Think I'm gonna call it off
Even if you call it love
I just wanna love someone who calls me baby

[Chorus]
You can kiss a hundred boys in bars
Shoot another shot, try to stop the feeling
You can say it's just the way you are
Make a new excuse, another stupid reason
Good luck, babe (Well, good luck)
Well, good luck, babe (Well, good luck)
You'd have to stop the world just to stop the feeling
good luck babe,chappell roan,good luck babe lyrics,
chappell roan good luck babe,good luck babe tiktok,
good luck babe chappell roan lyrics,
good luck babe chappell roan,
Good luck, babe (Well, good luck)
Well, good luck, babe (Well, good luck)
You'd have to stop the world just to stop the feeling

[Bridge]
When you wake up next to him in the middle of the night
With your head in your hands, you're nothing more than his wife
And when you think about me, all of those years ago
You're standing face to face with ""I told you so""
You know I hate to say it, I told you so
You know I hate to say, but I told you so

[Chorus]
You can kiss a hundred boys in bars
Shoot another shot, try to stop the feeling (Well, I told you so)
You can say it's just the way you are
Make a new excuse, another stupid reason
Good luck, babe (Well, good luck)
Well, good luck, babe (Well, good luck)
You'd have to stop the world just to stop the feeling
Good luck, babe (Well, good luck)
Well, good luck, babe (Well, good luck)
You'd have to stop the world just to stop the feeling

[Outro]
You'd have to stop the world just to stop the feeling
You'd have to stop the world just to stop the feeling
You'd have to stop the world just to stop the feeling

Lyric video for Good Luck, Babe! by Chappell Roan on Cakes & Eclairs lyrics channel.

#goodluckbabe #chappellroan #CakesEclairs",3801977,27331,0,753
94,ShaboozeyVEVO,Shaboozey - Good News,2024-11-15T17:00:35Z,"Listen to the single “Good News"". Out Now!
Stream: https://music.empi.re/goodnews

#Shaboozey #GoodNews  #EMPIRE

Official Video by Shaboozey - ""Good News"" © 2024 American Dogwood / EMPIRE

Director: Logan Meis

Production Company: JUNIVIS

Executive Producer: Aser Santos Jr

Producer: Bryan Garcia

Production Designer: Maelina Hassel

Casting Director: ApeCastings

Makeup Artist: Elina Filipp

Steadicam: Donald Turner

1st AC: Chris Siefert

2nd AC: Averi McHugh

CLT: Taylor Huddleson

BBE: Maile Edwards

Key Grip: Daniel Kreuziger

BBG: Andre De Ocampo

Stills/BTS: Cris Ruelas

Key PA: Gabriel Mouritzen

PA: Maureen Valenzuela

Cast: Jackie Green, Birdie Udin, Gabriel Ricardez, Steve Marshal, Chester Cheetah, Betty Melton",3261681,68721,0,2647
95,FloyyMenor,FloyyMenor - MY LOVE (Video Official),2024-11-14T23:11:05Z,"FloyyMenor - MY LOVE (Video Official)

🔔Suscríbete Al Canal de Floyymenor: https://bit.ly/3P0h0pl

Letra:
Lewis Somes 

Tu eres my love 
Tu eres mi nena 

Ohh, ayee

Tu eres my love 
Tu eres mi nena 
Para tocarte, mientras que te corre la arena 

Y pa conquistarte, te voy a cantarte 
Pide lo que quieras, lo que quieras, voy a comprarte 

Tu eres my love 
Tu eres mi nena 
Para tocarte, mientras que te corre la arena 

Y pa conquistarte, te voy a cantarte 
Pide lo que quieras, lo que quieras, voy a comprarte 

Y cuando escucha  
No ponga excusa
Se quita la blusa 
Si le ponen la de tusa 
Mami, es que yo estoy trending 
Vamono al piegari tocandote en la lambo o en el ferrari 

Tu eres my love 
Tu eres mi nena
Para tocarte, mientras que te corre la arena 

Y pa conquistarte, te voy a cantarte 
Pide lo que quieras, lo que quieras, voy a comprarte 

Tu eres my love 
Tu eres mi nena
Para tocarte, mientras que te corre la arena 

Y pa conquistarte, te voy a cantarte 
Pide lo que quieras, lo que quieras, voy a comprarte 

Dime ma si tu estas sola 
Like me, like me
Y yo se que recuerdas 
Cuando te di, cuando te di

Ma 

Aye 
Ya tu sabes quienes somos
FloyyMenor 

Lewis Somes 

Iluminati 
Iluminati 

Sigue a Floyymenor en todas sus plataformas 
Intagram: https://instagram.com/floyymenor
Tik tok: https://tiktok.com/@floyymenorys
Spotify: https://open.spotify.com/artist/7CvTknweLr9feJtRGrpDBy

#floyymenor #musicanueva",2363556,61227,0,2712
96,DDGVEVO,DDG - WHAT U BAD FOR (Official Music Video) ft. Real Boston Richey,2024-11-15T17:00:04Z,"DDG - WHAT U BAD FOR (Official Music Video)  

""WHAT U BAD FOR"" available at: https://ddg.lnk.to/WHATUBADFOR

Follow DDG: https://twitter.com/pontiacmadeddg  
https://www.facebook.com/Pontiacmadeddg/  
https://www.instagram.com/pontiacmadeddg  
https://soundcloud.com/pontiacmadeddg  
https://www.youtube.com/channel/UCKqqDlf6lfo3ChRA4-gzusQ  

(C) 2024 DDG Entertainment Inc., under exclusive license to Epic Records, a division of Sony Music Entertainment.  

#DDG #WHATUBADFOR",865517,37152,0,2427
97,P-Lo,"P-Lo - Players Holiday '25 (feat. Larry June, Kamaiyah, Saweetie, LaRussell, G-Eazy, thủy, YMTK)",2024-11-12T18:00:10Z,"Listen to the Single ""Players Holiday '25 (feat. Larry June, Kamaiyah, Saweetie, LaRussell, G-Eazy, Thuy, & YMTK)"". Out Now!
Stream: https://music.empi.re/player25

Production Company: Even/Odd
Director: David Camarena
Director of Photography: Edward Tran
Executive Producer: Justin Lomax
Producer: Rodney Byerson
Production Manager: Bridget Braley
Art Director: Heather Amszi
Still Photography: Mohammad Gorjestani
1st Assistant Director: Shawn McLaughlin
2nd Assistant Director: Jordan Sanchez
Production Assistants: Drew Cercley, Dae Philpot, Willie Grant Kockheim
Location Manager: Ryan Wylie
Camera Operator: Vinny Minton
Drone Operator / Swing: Julian Edward
Steadicam Operator: Mike Chan
Creative Producer: Henry Kinder
First Assistant Camera: Kelsey Rivera
Second Assistant Camera: Anna Cadena
Gaffer: Xavier Gomez
Key Grip: Juan Ruiz
Special Thanks: Sunny Angulo, Bill Vigna
Post House: Eddy Street Post
Producer: Erin Danielle Walker
Lead Editor: Chaz Smedley
Editor: Matt Canon
Color: Roy Sun
Sound: Geoffrey Jerrell

Subscribe on YouTube: http://bit.ly/PLoYouTube

Watch P-Lo's Official Music Videos: http://bit.ly/P-LoMusicVideos


Follow P-Lo:
Website - http://www.P-Lo.com
Twitter - https://twitter.com/P_Lo
Instagram - https://www.instagram.com/p_lo
Soundcloud - https://soundcloud.com/heartbreakplo
Facebook - https://www.facebook.com/HBKPLO



Official Video by P-Lo - Players Holiday '25 (feat. Larry June, Kamaiyah, Saweetie, LaRussell, G-Eazy, Thuy, & YMTK) © 2024 P-Lo / Golden State Entertainment / EMPIRE",541453,8902,0,710
98,CEO Trayle,CEO Trayle & Larry June - Capital P (Official Video),2024-11-25T18:00:07Z,"CEO Trayle & Friends (Live) Jan 4th - ATLANTA
https://www.seetickets.us/event/ceo-trayle/628758

FOLLOW CEO Trayle:
IG: https://www.instagram.com/1ceotrayle/
Facebook: https://www.facebook.com/1ceotrayle
Twitter: https://twitter.com/c4c4c4__?lang=ca
Spotify: https://open.spotify.com/artist/6RuutbNl5ny8LAf1uSK3fS?si=cUb2PrQZTKCoYG6BUVdprg",193789,6905,0,251
